id,name,country,testCap,dob,role,battingHand,matches,runs,wickets,battingAverage,bowlingAverage,fifties,hundreds,fiveWickets,tenWickets,imageLink,isTargetable,matchIds,playerLink
15901,James Kirtley,England,616,1975-01-10,Bowler,Right,4,32,19,5.33,29.52,0,0,1,0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/391400/391424.2.png",1,64040;64041;64057;64058,https://www.espncricinfo.com/cricketers/james-kirtley-15901
15522,Richard Johnson,England,615,1974-12-29,Unknown,Right,3,59,16,14.75,17.18,0,0,2,0,"https://img1.hscicdn.com/image/upload/f_auto,t_h_100_2x/lsci/db/PICTURES/CMS/304300/304353.jpg",1,64033;64053;64056,https://www.espncricinfo.com/cricketers/richard-johnson-15522
16975,Anthony McGrath,England,614,1975-10-06,Allrounder,Right,4,201,4,40.2,14.0,2,0,0,0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/391400/391416.2.png",1,64032;64033;64038;64039,https://www.espncricinfo.com/cricketers/anthony-mcgrath-16975
8608,James Anderson,England,613,1982-07-30,Bowler,Left,188,1353,704,8.96,26.45,1,0,32,3,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/316500/316516.1.png",1,64032;64033;64038;64039;64040;64041;64042;64058;64094;64095;64096;64119;238187;249222;249223;249226;258468;258469;258470;291222;300443;300444;296900;296901;296902;296909;296910;296911;296912;361050;361051;352662;390680;352663;352664;380712;380713;345970;345971;345972;345973;345974;387570;387571;387572;387573;426401;426402;426413;426414;426415;426416;428749;428750;428751;428752;428753;474463;474465;474472;474473;474474;474475;531628;531629;531630;521225;521226;534205;534206;534225;534226;534227;565806;565807;565808;565809;569243;569244;569245;566921;566922;566932;566933;566934;566935;566936;592397;592398;592399;592400;592401;667899;667901;667711;667713;667715;667717;667719;766929;766931;766933;743939;743941;743963;743965;743967;902635;902637;902639;800463;800465;800467;913613;913615;913617;913643;913645;913647;1034811;1034813;1034815;1031437;1031439;1031441;1031443;1031659;1031661;1031663;1072305;1072306;1072307;1072308;1072309;1115780;1115781;1119535;1119536;1119549;1119550;1119551;1119552;1119553;1140385;1140386;1158062;1158063;1158064;1152846;1185304;1185305;1225247;1225249;1198241;1198242;1198243;1243016;1243384;1243386;1243387;1249210;1249211;1239543;1239544;1239545;1239546;1263463;1263464;1263465;1276901;1276902;1320741;1276916;1276917;1276918;1330871;1330872;1322355;1322356;1336043;1336044;1336046;1336047;1389400;1389401;1389402;1389403;1385691,https://www.espncricinfo.com/cricketers/james-anderson-8608
15876,Rob Key,England,612,1979-05-12,Top order Batter,Right,15,775,0,31.0,0.0,3,1,0,0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/390500/390597.5.png",1,63998;63999;64010;64011;64012;64013;64032;64033;64093;64094;64095;64096;64118;64119;64120,https://www.espncricinfo.com/cricketers/rob-key-15876
14054,Steve Harmison,England,611,1978-10-23,Bowler,Right,63,743,226,11.79,31.82,0,0,8,1,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/319800/319808.1.png",1,63998;64010;64011;64012;64013;64032;64033;64038;64039;64040;64042;64052;64077;64078;64079;64080;64086;64087;64088;64093;64094;64095;64096;64116;64117;64118;64119;64120;209929;210366;213856;215010;215686;216994;218383;221840;225443;226350;226351;239025;238186;225255;225256;225257;225258;249222;249223;249224;249225;249226;258459;258460;258461;258462;291223;291224;300442;296912;361050;352661;390680;345973;345974,https://www.espncricinfo.com/cricketers/steve-harmison-14054
15555,Simon Jones,England,610,1978-12-25,Unknown,Left,18,205,59,15.76,28.23,0,0,3,0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/390800/390813.2.png",1,63997;64009;64077;64078;64079;64080;64086;64093;64116;64117;64118;64120;209929;210366;213856;215010;215686;216994,https://www.espncricinfo.com/cricketers/simon-jones-15555
12877,James Foster,England,609,1980-04-15,Wicketkeeper Batter,Right,7,226,0,25.11,0.0,0,0,0,0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/389100/389159.5.png",1,63961;63962;63963;63981;63982;63983;64012,https://www.espncricinfo.com/cricketers/james-foster-12877
11848,Richard Dawson,England,608,1980-08-04,Bowler,Right,7,114,11,11.4,61.54,0,0,0,0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/391300/391340.2.png",1,63961;63962;63963;64010;64011;64012;64013,https://www.espncricinfo.com/cricketers/richard-dawson-11848
18265,Jimmy Ormond,England,607,1977-08-20,Unknown,Right,2,38,2,12.66,92.5,0,0,0,0,"https://img1.hscicdn.com/image/upload/f_auto,t_h_100_2x/lsci/db/PICTURES/CMS/304300/304358.jpg",1,63940;63961,https://www.espncricinfo.com/cricketers/jimmy-ormond-18265
8499,Usman Afzaal,England,606,1977-06-09,Allrounder,Left,3,83,1,16.6,49.0,1,0,0,0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/387500/387526.5.png",1,63936;63939;63940,https://www.espncricinfo.com/cricketers/usman-afzaal-8499
22301,Ian Ward,England,605,1972-09-30,Unknown,Left,5,129,0,16.12,0.0,0,0,0,0,"https://img1.hscicdn.com/image/upload/f_auto,t_h_100_2x/lsci/db/PICTURES/DB/092004/054664.player.jpg",1,63932;63933;63936;63937;63938,https://www.espncricinfo.com/cricketers/ian-ward-22301
20187,Ryan Sidebottom,England,604,1978-01-15,Bowler,Left,22,313,79,15.65,28.24,0,0,5,1,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/323000/323018.1.png",1,63932;258460;258461;258462;258468;258469;258470;291222;291223;291224;300442;300443;300444;296900;296901;296902;296909;296911;352661;352662;352663;387573,https://www.espncricinfo.com/cricketers/ryan-sidebottom-20187
21585,Marcus Trescothick,England,603,1975-12-25,Opening Batter,Left,76,5825,1,43.79,155.0,29,14,0,0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/319800/319800.1.png",1,63890;63891;63892;63899;63900;63901;63916;63917;63918;63932;63933;63936;63937;63938;63939;63940;63961;63962;63963;63981;63982;63983;63990;63991;63992;64000;64009;64010;64011;64012;64013;64032;64033;64038;64039;64040;64041;64042;64052;64053;64056;64057;64058;64077;64078;64079;64080;64086;64087;64088;64093;64094;64095;64096;64116;64117;64118;64119;64120;209929;210366;213856;215010;215686;216994;218383;225443;226350;226351;225264;225265;225266;225255;225256;225257;225258,https://www.espncricinfo.com/cricketers/marcus-trescothick-21585
14236,Matthew Hoggard,England,602,1976-12-31,Bowler,Right,67,473,248,7.27,30.5,0,0,7,1,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/329800/329852.3.png",1,63889;63933;63961;63962;63963;63981;63982;63983;63990;63991;63992;63997;63998;63999;64000;64009;64010;64013;64032;64052;64053;64056;64077;64078;64079;64080;64086;64087;64088;64093;64094;64095;64096;64116;64117;64118;64119;64120;209929;210366;213856;215010;215686;216994;218383;225443;226350;226351;239025;238186;238187;225264;225265;225266;225255;225256;225257;225258;249222;249223;249224;249225;258459;258462;291222;291224;300442,https://www.espncricinfo.com/cricketers/matthew-hoggard-14236
20073,Chris Schofield,England,601,1978-10-06,Bowling Allrounder,Left,2,67,0,22.33,0.0,1,0,0,0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/390800/390876.2.png",1,63883;63884,https://www.espncricinfo.com/cricketers/chris-schofield-20073
22182,Michael Vaughan,England,600,1974-10-29,Opening Batter,Right,82,5719,6,41.44,93.5,18,18,0,0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/319800/319804.1.png",1,63860;63861;63863;63864;63889;63890;63891;63892;63918;63932;63933;63962;63963;63981;63982;63983;63990;63991;63992;63997;63998;63999;64000;64009;64010;64011;64012;64013;64032;64033;64038;64039;64040;64041;64042;64052;64053;64056;64057;64058;64077;64078;64079;64080;64087;64088;64093;64094;64095;64096;64116;64117;64118;64119;64120;209929;210366;213856;215010;215686;216994;218383;226350;226351;258460;258461;258462;258468;258469;258470;291222;291223;291224;300442;300443;300444;296900;296901;296902;296909;296910;296911,https://www.espncricinfo.com/cricketers/michael-vaughan-22182
14020,Gavin Hamilton,England,599,1974-09-16,Middle order Batter,Left,1,0,0,0.0,0.0,0,0,0,0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/320300/320364.1.png",1,63860,https://www.espncricinfo.com/cricketers/gavin-hamilton-14020
8487,Chris Adams,England,598,1970-05-06,Middle order Batter,Right,5,104,1,13.0,59.0,0,0,0,0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/391700/391780.2.png",1,63860;63861;63862;63863;63864,https://www.espncricinfo.com/cricketers/chris-adams-8487
16876,Darren Maddy,England,597,1974-05-23,Allrounder,Right,3,46,0,11.5,0.0,0,0,0,0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/394100/394132.5.png",1,63844;63862;63864,https://www.espncricinfo.com/cricketers/darren-maddy-16876
13362,Ed Giddins,England,596,1971-07-20,Bowler,Right,4,10,12,2.5,20.0,0,0,1,0,"https://img1.hscicdn.com/image/upload/f_auto,t_h_100_2x/lsci/db/PICTURES/CMS/304300/304364.jpg",1,63844;63883;63884;63888,https://www.espncricinfo.com/cricketers/ed-giddins-13362
19346,Chris Read,England,595,1978-08-10,Wicketkeeper Batter,Right,15,360,0,18.94,0.0,1,0,0,0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/389100/389164.5.png",1,63841;63842;63843;64052;64053;64056;64057;64058;64077;64078;64079;225257;225258;249225;249226,https://www.espncricinfo.com/cricketers/chris-read-19346
13985,Aftab Habib,England,594,1972-02-07,Top order Batter,Right,2,26,0,8.66,0.0,0,0,0,0,"https://img1.hscicdn.com/image/upload/f_auto,t_h_100_2x/lsci/db/PICTURES/CMS/304300/304365.jpg",1,63841;63842,https://www.espncricinfo.com/cricketers/aftab-habib-13985
14149,Warren Hegg,England,593,1968-02-23,Unknown,Right,2,30,0,7.5,0.0,0,0,0,0,"https://img1.hscicdn.com/image/upload/f_auto,t_h_100_2x/lsci/db/PICTURES/DB/042004/051933.player.jpg",1,63817;63818,https://www.espncricinfo.com/cricketers/warren-hegg-14149
21607,Alex Tudor,England,592,1977-10-23,Unknown,Right,10,229,28,19.08,34.39,1,0,1,0,"https://img1.hscicdn.com/image/upload/f_auto,t_h_100_2x/lsci/db/PICTURES/CMS/304300/304361.jpg",1,63815;63818;63841;63938;63939;63991;63992;63999;64000;64011,https://www.espncricinfo.com/cricketers/alex-tudor-21607
12856,Andrew Flintoff,England,591,1977-12-06,Allrounder,Right,79,3845,226,31.77,32.78,26,5,3,0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/319700/319745.1.png",1,63807;63808;63860;63861;63862;63863;63883;63884;63888;63961;63962;63963;63981;63982;63983;63990;63991;63992;63997;63998;63999;64038;64039;64040;64041;64042;64056;64057;64058;64077;64078;64079;64080;64086;64087;64088;64093;64094;64095;64096;64116;64117;64118;64119;64120;209929;210366;213856;215010;215686;216994;218383;221840;225443;226350;226351;239025;238186;238187;225264;225265;225266;249222;249223;249224;249225;249226;296910;296911;296912;361050;361051;352661;352662;390680;345970;345971;345972;345974,https://www.espncricinfo.com/cricketers/andrew-flintoff-12856
13368,Ashley Giles,England,590,1973-03-19,Bowler,Right,54,1421,143,20.89,40.6,4,0,5,0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/319700/319747.1.png",1,63806;63899;63900;63901;63916;63917;63918;63936;63962;63963;63981;63982;63983;63991;63992;63997;63999;64000;64009;64032;64033;64038;64039;64040;64042;64052;64053;64056;64057;64058;64077;64078;64079;64086;64087;64088;64093;64094;64095;64096;64116;64117;64118;64119;64120;213856;215010;215686;216994;218383;225443;226350;249222;249223,https://www.espncricinfo.com/cricketers/ashley-giles-13368
15477,Steve James,England,589,1967-09-07,Unknown,Right,2,71,0,17.75,0.0,0,0,0,0,"https://img1.hscicdn.com/image/upload/f_auto,t_h_100_2x/lsci/db/PICTURES/CMS/304300/304369.jpg",1,63805;63809,https://www.espncricinfo.com/cricketers/steve-james-15477
14246,Ben Hollioake,England,588,1977-11-11,Unknown,Right,2,44,4,11.0,49.75,0,0,0,0,"https://img1.hscicdn.com/image/upload/f_auto,t_h_100_2x/lsci/db/PICTURES/CMS/304900/304968.jpg",1,63758;63809,https://www.espncricinfo.com/cricketers/ben-hollioake-14246
14244,Adam Hollioake,England,587,1971-09-05,Allrounder,Right,4,65,2,10.83,33.5,0,0,0,0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/322800/322851.1.png",1,63758;63759;63783;63784,https://www.espncricinfo.com/cricketers/adam-hollioake-14244
20224,Mike Smith,England,586,1967-10-01,Unknown,Right,1,4,0,4.0,0.0,0,0,0,0,"https://img1.hscicdn.com/image/upload/f_auto,t_h_100_2x/lsci/db/PICTURES/DB/102004/054814.player.jpg",1,63757,https://www.espncricinfo.com/cricketers/mike-smith-20224
14127,Dean Headley,England,585,1970-01-27,Bowler,Right,15,186,60,8.45,27.85,0,0,1,0,"https://img1.hscicdn.com/image/upload/f_auto,t_h_100_2x/lsci/db/PICTURES/CMS/304300/304370.jpg",1,63756;63757;63758;63783;63784;63785;63786;63787;63788;63805;63816;63817;63818;63842;63843,https://www.espncricinfo.com/cricketers/dean-headley-14127
9327,Mark Butcher,England,584,1972-08-23,Opening Batter,Left,71,4288,15,34.58,36.06,23,8,0,0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/329800/329850.1.png",1,63754;63755;63756;63757;63759;63783;63785;63786;63787;63788;63804;63807;63808;63809;63814;63815;63816;63817;63818;63841;63842;63843;63860;63861;63862;63863;63864;63936;63937;63938;63939;63940;63961;63962;63963;63981;63982;63983;63990;63991;63992;63997;63998;63999;64000;64009;64010;64011;64012;64013;64032;64033;64038;64039;64040;64041;64042;64052;64053;64056;64057;64058;64077;64078;64079;64080;64086;64087;64088;64116;64117,https://www.espncricinfo.com/cricketers/mark-butcher-9327
20193,Chris Silverwood,England,583,1975-03-05,Unknown,Right,6,29,11,7.25,40.36,0,0,1,0,"https://img1.hscicdn.com/image/upload/f_auto,t_h_100_2x/lsci/db/PICTURES/CMS/304900/304960.jpg",1,63734;63861;63862;63863;63864;64011,https://www.espncricinfo.com/cricketers/chris-silverwood-20193
10881,Robert Croft,England,582,1970-05-25,Bowler,Right,21,421,49,16.19,37.24,0,0,1,0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/396500/396532.5.png",1,63718;63734;63735;63740;63741;63754;63755;63756;63757;63758;63786;63804;63805;63806;63814;63888;63890;63916;63917;63918;63938,https://www.espncricinfo.com/cricketers/robert-croft-10881
9269,Simon Brown,England,581,1969-06-29,Unknown,Right,1,11,2,11.0,69.0,0,0,0,0,"https://img1.hscicdn.com/image/upload/f_auto,t_h_100_2x/lsci/db/PICTURES/DB/062004/053084.player.jpg",1,63716,https://www.espncricinfo.com/cricketers/simon-brown-9269
12466,Mark Ealham,England,580,1969-08-27,Allrounder,Right,8,210,17,21.0,28.7,2,0,0,0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/391200/391243.2.png",1,63715;63716;63754;63755;63756;63757;63804;63805,https://www.espncricinfo.com/cricketers/mark-ealham-12466
18458,Min Patel,England,579,1970-07-07,Unknown,Right,2,45,1,22.5,180.0,0,0,0,0,"https://img1.hscicdn.com/image/upload/f_auto,t_h_100_2x/lsci/db/PICTURES/CMS/305000/305080.jpg",1,63713;63715,https://www.espncricinfo.com/cricketers/min-patel-18458
17121,Alan Mullally,England,578,1969-07-12,Bowler,Right,19,127,58,5.52,31.24,0,0,1,0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/322900/322915.1.png",1,63713;63714;63715;63716;63717;63718;63734;63735;63739;63814;63815;63816;63817;63841;63842;63844;63860;63864;63939,https://www.espncricinfo.com/cricketers/alan-mullally-17121
15403,Ronnie Irani,England,577,1971-10-26,Allrounder,Right,3,86,3,17.2,37.33,0,0,0,0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/322900/322919.1.png",1,63713;63714;63844,https://www.espncricinfo.com/cricketers/ronnie-irani-15403
22361,Alan Wells,England,576,1961-10-02,Middle order Batter,Right,1,3,0,3.0,0.0,0,0,0,0,"https://img1.hscicdn.com/image/upload/f_auto,t_h_100_2x/lsci/db/PICTURES/CMS/303900/303916.jpg",1,63689,https://www.espncricinfo.com/cricketers/alan-wells-22361
22328,Mike Watkinson,England,575,1961-08-01,Allrounder,Right,4,167,10,33.4,34.8,1,0,0,0,"https://img1.hscicdn.com/image/upload/f_auto,t_h_100_2x/lsci/db/PICTURES/CMS/303900/303983.jpg",1,63687;63688;63689;63704,https://www.espncricinfo.com/cricketers/mike-watkinson-22328
15913,Nick Knight,England,574,1969-11-28,Opening Batter,Left,17,719,0,23.96,0.0,4,1,0,0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/391400/391436.2.png",1,63687;63688;63713;63716;63717;63718;63734;63735;63739;63740;63741;63806;63883;63884;63888;63889;63933,https://www.espncricinfo.com/cricketers/nick-knight-15913
13324,Jason Gallian,England,573,1971-06-25,Top order Batter,Right,3,74,0,12.33,0.0,0,0,0,0,"https://img1.hscicdn.com/image/upload/f_auto,t_h_100_2x/lsci/db/PICTURES/CMS/303900/303962.jpg",1,63686;63689;63703,https://www.espncricinfo.com/cricketers/jason-gallian-13324
10816,Dominic Cork,England,572,1971-08-07,Bowler,Right,37,864,131,18.0,29.81,3,0,5,0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/131300/131351.4.png",1,63685;63686;63687;63688;63689;63700;63701;63702;63703;63704;63713;63714;63715;63716;63717;63718;63739;63740;63741;63804;63805;63806;63807;63808;63809;63814;63815;63889;63890;63891;63892;63932;63933;63937;63990;63998;64000,https://www.espncricinfo.com/cricketers/dominic-cork-10816
16925,Peter Martin,England,571,1968-11-15,Bowler,Right,8,115,17,8.84,34.11,0,0,0,0,"https://img1.hscicdn.com/image/upload/f_auto,t_h_100_2x/lsci/db/PICTURES/CMS/304300/304380.jpg",1,63684;63685;63686;63702;63703;63704;63714;63759,https://www.espncricinfo.com/cricketers/peter-martin-16925
9069,Joey Benjamin,England,570,1961-02-02,Unknown,Right,1,0,4,0.0,20.0,0,0,0,0,"https://img1.hscicdn.com/image/upload/f_auto,t_h_100_2x/lsci/db/PICTURES/CMS/304300/304379.jpg",1,63651,https://www.espncricinfo.com/cricketers/joey-benjamin-9069
10870,John Crawley,England,569,1971-09-21,Top order Batter,Right,37,1800,0,34.61,0.0,9,4,0,0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/390700/390725.2.png",1,63649;63650;63651;63665;63666;63667;63687;63688;63689;63702;63717;63718;63734;63735;63739;63740;63741;63754;63755;63756;63757;63758;63783;63784;63785;63809;63815;63816;63818;63990;63997;63998;63999;64000;64009;64012;64013,https://www.espncricinfo.com/cricketers/john-crawley-10870
13411,Darren Gough,England,568,1970-09-18,Bowler,Right,58,855,229,12.57,28.39,2,0,9,0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/319700/319750.1.png",1,63648;63649;63650;63651;63663;63664;63665;63684;63685;63686;63700;63701;63734;63735;63739;63740;63741;63754;63755;63756;63757;63804;63806;63807;63808;63809;63814;63815;63816;63817;63818;63860;63861;63862;63863;63864;63883;63884;63888;63889;63890;63891;63892;63899;63900;63901;63916;63917;63918;63932;63933;63936;63937;63938;63939;63940;64038;64039,https://www.espncricinfo.com/cricketers/darren-gough-13411
22403,Craig White,England,567,1969-12-16,Allrounder,Right,30,1052,59,24.46,37.62,5,1,3,0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/392000/392074.5.png",1,63646;63647;63648;63649;63687;63688;63735;63739;63889;63890;63891;63892;63899;63900;63901;63916;63917;63918;63936;63937;63938;63961;63962;63963;63997;63998;64009;64010;64011;64012,https://www.espncricinfo.com/cricketers/craig-white-22403
19374,Steve Rhodes,England,566,1964-06-17,Unknown,Right,11,294,0,24.5,0.0,1,0,0,0,"https://img1.hscicdn.com/image/upload/f_auto,t_h_100_2x/lsci/db/PICTURES/CMS/304300/304383.jpg",1,63646;63647;63648;63649;63650;63651;63663;63664;63665;63666;63667,https://www.espncricinfo.com/cricketers/steve-rhodes-19374
9089,Martin Bicknell,England,565,1969-01-14,Unknown,Right,4,45,14,6.42,38.78,0,0,0,0,"https://img1.hscicdn.com/image/upload/f_auto,t_h_100_2x/lsci/db/PICTURES/CMS/304300/304303.jpg",1,63612;63613;64041;64042,https://www.espncricinfo.com/cricketers/martin-bicknell-9089
21537,Graham Thorpe,England,564,1969-08-01,Middle order Batter,Left,100,6744,0,44.66,0.0,39,16,0,0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/319800/319845.1.png",1,63611;63612;63613;63637;63638;63639;63640;63641;63650;63651;63663;63664;63665;63666;63667;63684;63685;63686;63687;63688;63689;63700;63701;63702;63703;63704;63713;63714;63715;63716;63717;63718;63734;63735;63739;63740;63741;63754;63755;63756;63757;63758;63759;63783;63784;63785;63786;63787;63788;63804;63805;63806;63814;63841;63842;63843;63844;63890;63891;63892;63899;63900;63901;63916;63917;63918;63932;63933;63937;63961;63981;63982;63983;63990;63991;63992;63997;64042;64052;64053;64056;64057;64058;64077;64078;64079;64080;64086;64087;64088;64093;64094;64095;64116;64117;64118;64119;64120;209929;210366,https://www.espncricinfo.com/cricketers/graham-thorpe-21537
16959,Martin McCague,England,563,1969-05-24,Unknown,Right,3,21,6,4.2,65.0,0,0,0,0,"https://img1.hscicdn.com/image/upload/f_auto,t_h_100_2x/lsci/db/PICTURES/CMS/304300/304384.jpg",1,63611;63612;63663,https://www.espncricinfo.com/cricketers/martin-mccague-16959
16212,Mark Lathwell,England,562,1971-12-26,Unknown,Right,2,78,0,19.5,0.0,0,0,0,0,"https://img1.hscicdn.com/image/upload/f_auto,t_h_100_2x/lsci/db/PICTURES/CMS/304300/304385.jpg",1,63611;63612,https://www.espncricinfo.com/cricketers/mark-lathwell-16212
15388,Mark Ilott,England,561,1970-08-27,Unknown,Right,5,28,12,7.0,45.16,0,0,0,0,"https://img1.hscicdn.com/image/upload/f_auto,t_h_100_2x/lsci/db/PICTURES/CMS/303900/303975.jpg",1,63611;63612;63613;63702;63703,https://www.espncricinfo.com/cricketers/mark-ilott-15388
20404,Peter Such,England,560,1964-06-12,Bowler,Right,11,67,37,6.09,33.56,0,0,2,0,"https://img1.hscicdn.com/image/upload/f_auto,t_h_100_2x/lsci/db/PICTURES/CMS/304300/304386.jpg",1,63609;63610;63611;63613;63614;63646;63647;63648;63816;63818;63843,https://www.espncricinfo.com/cricketers/peter-such-20404
10633,Andy Caddick,England,559,1968-11-21,Bowler,Right,62,861,234,10.37,29.91,0,0,13,1,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/329800/329857.1.png",1,63609;63610;63611;63612;63637;63639;63640;63641;63717;63740;63741;63754;63755;63756;63758;63759;63783;63784;63785;63787;63788;63841;63842;63843;63844;63860;63861;63862;63863;63864;63883;63884;63888;63889;63890;63891;63892;63899;63900;63901;63916;63917;63918;63932;63933;63936;63937;63938;63939;63940;63981;63982;63983;63990;63991;63992;63999;64000;64009;64010;64012;64013,https://www.espncricinfo.com/cricketers/andy-caddick-10633
9121,Richard Blakey,England,558,1967-01-15,Unknown,Right,2,7,0,1.75,0.0,0,0,0,0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/390400/390456.2.png",1,63599;63600,https://www.espncricinfo.com/cricketers/richard-blakey-9121
21484,Paul Taylor,England,557,1964-08-08,Unknown,Left,2,34,3,17.0,52.0,0,0,0,0,"https://img1.hscicdn.com/image/upload/f_auto,t_h_100_2x/lsci/db/PICTURES/CMS/304300/304388.jpg",1,63598;63647,https://www.espncricinfo.com/cricketers/paul-taylor-21484
16886,Neil Mallender,England,556,1961-08-13,Unknown,Right,2,8,10,2.66,21.5,0,0,1,0,"https://img1.hscicdn.com/image/upload/f_auto,t_h_100_2x/lsci/db/PICTURES/CMS/304300/304389.jpg",1,63578;63579,https://www.espncricinfo.com/cricketers/neil-mallender-16886
17125,Tim Munton,England,555,1965-07-30,Unknown,Right,2,25,4,25.0,50.0,0,0,0,0,"https://img1.hscicdn.com/image/upload/f_auto,t_h_100_2x/lsci/db/PICTURES/CMS/304300/304390.jpg",1,63577;63578,https://www.espncricinfo.com/cricketers/tim-munton-17125
20051,Ian Salisbury,England,554,1970-01-21,Unknown,Right,15,368,20,16.72,76.95,1,0,0,0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/392800/392800.2.png",1,63576;63577;63598;63599;63638;63639;63649;63716;63718;63807;63808;63809;63899;63900;63901,https://www.espncricinfo.com/cricketers/ian-salisbury-20051
19364,Dermot Reeve,England,553,1963-04-02,Bowler,Right,3,124,2,24.8,30.0,1,0,0,0,"https://img1.hscicdn.com/image/upload/f_auto,t_h_100_2x/lsci/db/PICTURES/CMS/304400/304401.jpg",1,63571;63572;63573,https://www.espncricinfo.com/cricketers/dermot-reeve-19364
17099,Hugh Morris,England,552,1963-10-05,Unknown,Left,3,115,0,19.16,0.0,0,0,0,0,"https://img1.hscicdn.com/image/upload/f_auto,t_h_100_2x/lsci/db/PICTURES/CMS/304400/304402.jpg",1,63560;63561;63562,https://www.espncricinfo.com/cricketers/hugh-morris-17099
15383,Richard Illingworth,England,551,1963-08-23,Bowler,Right,9,128,19,18.28,32.36,0,0,0,0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/322900/322918.1.png",1,63559;63560;63684;63685;63686;63688;63700;63702;63703,https://www.espncricinfo.com/cricketers/richard-illingworth-15383
22333,Steve Watkin,England,550,1964-09-15,Unknown,Right,3,25,11,5.0,27.72,0,0,0,0,"https://img1.hscicdn.com/image/upload/f_auto,t_h_100_2x/lsci/db/PICTURES/CMS/304400/304404.jpg",1,63557;63558;63614,https://www.espncricinfo.com/cricketers/steve-watkin-22333
